id,order_id,product_variation_id,title,variation_title,description,price,topping_price,total_price,discount,quantity,container_price,deleted,product_discount,container_price_discount,product_discount_zf_share,order_product_id,vat
909447431,377222753,23904397,"",ساندویچ سالسا کوچک,استیک گوشت گوساله تند، هالوپینو، پنیر چیلی، پنیر موزارلا، کاهو، گوجه، خیارشور، چیپس,113000,0,90400,0,1,0,,22600,0,22600,,0
909447430,377222752,24009873,"",سس قارچ بزرگ,بزرگ,30000,0,30000,0,1,0,,6000,0,6000,909447429,0
909447429,377222752,23904397,"",ساندویچ سالسا کوچک,استیک گوشت گوساله تند، هالوپینو، پنیر چیلی، پنیر موزارلا، کاهو، گوجه، خیارشور، چیپس,113000,0,90400,0,1,0,,22600,0,22600,,0
909447428,377222751,6064379,کلاب سینه بوقلمون,اسلیم,سینه بوقلمون، گوجه فرنگی، پنیر تست گودا، سس مخصوص کلانا، تست سبوس نان آوران,36000,0,36000,0,1,0,,0,0,0,,0
909447427,377222751,6649502,نوشابه قوطی,کوکا کولا زیرو,330 میلی لیتر,19500,0,19500,0,1,0,,0,0,0,,0
909447426,377222751,6064378,کلاب سینه مرغ دودی,دبل,مرغ دودی، پنیر بلوچیز، گوجه فرنگی، اسفناج، سس مخصوص کلانا، تست سبوس نان آوران,65000,0,65000,0,1,0,,0,0,0,,0
909447425,377222751,6064382,کلاب فیله گوشت,دبل,ژامبون گوشت فرآوری شده 90%، گوجه فرنگی، پنیر تست گودا، سس مخصوص کلانا، تست سبوس نان آوران,61000,0,61000,0,1,0,,0,0,0,,0
909447424,377222750,24031177,پودر ماشین لباسشویی تست ,500 گرم,"",22640,0,45280,0,2,0,,0,0,0,,0
909447423,377222750,24017986,روغن سرخ کردنی بدون پالم فامیلا,1350 گرم ,"",104500,0,104500,0,1,0,,0,0,0,,0
909447422,377222749,18811410,"",بربری سنتی سیاه دانه و کنجد,"",15000,0,45000,0,3,0,,0,0,0,,0
909447421,377222748,6064379,کلاب سینه بوقلمون,اسلیم,سینه بوقلمون، گوجه فرنگی، پنیر تست گودا، سس مخصوص کلانا، تست سبوس نان آوران,36000,0,36000,0,1,0,,0,0,0,,0
909447420,377222748,6824390,"",چیز کیک نیویورکی,یک اسلایس,35000,0,35000,0,1,0,,0,0,0,,0
909447419,377222748,6649502,نوشابه قوطی,کوکا کولا زیرو,330 میلی لیتر,19500,0,19500,0,1,0,,0,0,0,,0
909447418,377222748,6064378,کلاب سینه مرغ دودی,دبل,مرغ دودی، پنیر بلوچیز، گوجه فرنگی، اسفناج، سس مخصوص کلانا، تست سبوس نان آوران,65000,0,65000,0,1,0,,0,0,0,,0
909447417,377222748,6064382,کلاب فیله گوشت,دبل,ژامبون گوشت فرآوری شده 90%، گوجه فرنگی، پنیر تست گودا، سس مخصوص کلانا، تست سبوس نان آوران,61000,0,61000,0,1,0,,0,0,0,,0
909447416,377222747,24305825,کلم سفید ,1 کیلوگرم ± 50 گرم,"",15000,0,15000,0,1,0,,0,0,0,,0
909447415,377222747,24305802,خیار گلخانه‌ ای , 500 گرم ± 25 گرم,"",17500,0,17500,0,1,0,,0,0,0,,0
909447414,377222747,24305822,هویج , 500 گرم ± 25 گرم,"",7000,0,14000,0,2,0,,0,0,0,,0
909447413,377222747,24305816,کاهو رسمی ,1 کیلوگرم,"",15000,0,30000,0,2,0,,0,0,0,,0
909447412,377222746,21604106,"",سنگک سنتی سبوس و کنجد بزرگ,"",15000,0,15000,0,1,0,,0,0,0,,0
909447411,377222745,6316174,جوجه کبابی ران کره زعفرانی,۱ کیلوگرم,"ران مرغ خرد شده کبابی،
طعم دار شده با زعفران، طعم دهنده کره، پیاز، نمک، فلفل سیاه و پودر سیر
ارائه به صورت خرد شده کبابی در بسته بندی بهداشتی
",260000,0,260000,0,1,0,,0,0,0,,0
909447410,377222744,24305825,کلم سفید ,1 کیلوگرم ± 50 گرم,"",15000,0,15000,0,1,0,,0,0,0,,0
909447409,377222744,24305802,خیار گلخانه‌ ای , 500 گرم ± 25 گرم,"",17500,0,17500,0,1,0,,0,0,0,,0
909447408,377222744,24305822,هویج , 500 گرم ± 25 گرم,"",7000,0,14000,0,2,0,,0,0,0,,0
909447407,377222744,24305816,کاهو رسمی ,1 کیلوگرم,"",15000,0,30000,0,2,0,,0,0,0,,0
909447406,377222743,10360352,كيك شيرازي,  ۵۰۰ گرم (13 تا 15),"",70000,0,70000,0,1,0,,0,0,0,,0
909447405,377222743,4714674,نان تست سفید کوچک,یک بسته,"",30000,0,30000,0,1,0,,0,0,0,,0
909447404,377222743,4711496,دونات شکلاتی,2 عدد,"",40000,0,40000,0,1,0,,0,0,0,,0
909447403,377222742,24305825,کلم سفید ,1 کیلوگرم ± 50 گرم,"",15000,0,15000,0,1,0,,0,0,0,,0
909447402,377222742,24305802,خیار گلخانه‌ ای , 500 گرم ± 25 گرم,"",17500,0,17500,0,1,0,,0,0,0,,0
909447401,377222742,24305822,هویج , 500 گرم ± 25 گرم,"",7000,0,14000,0,2,0,,0,0,0,,0
909447400,377222742,24305816,کاهو رسمی ,1 کیلوگرم,"",15000,0,30000,0,2,0,,0,0,0,,0
909447399,377222741,6661350,"",برشته,"",0,0,0,0,1,0,,0,0,0,909447398,0
909447398,377222741,7881282,"",سنگک سنتی پر کنجد بزرگ,یک عدد,15000,0,15000,0,1,0,,0,0,0,,0
909447397,377222740,22412523,"",کنف,"",0,0,0,0,1,0,,0,0,0,909447395,0
909447396,377222740,22514003,"",ساده (بدون تزیین),"",0,0,0,0,1,0,,0,0,0,909447395,0
909447395,377222740,24216371,دسته گل نرگس ,1 دسته (20 شاخه), نوع تزئین را در مرحله بعد انتخاب کنید,180000,0,180000,0,1,0,,0,0,0,,0
909447394,377222740,22412523,"",کنف,"",0,0,0,0,1,0,,0,0,0,909447392,0
909447393,377222740,22418086,"",برگ آرایی ویژه,"",40000,0,40000,0,1,0,,0,0,0,909447392,0
909447392,377222740,24216372,دسته گل نرگس ,1 دسته (30 شاخه), نوع تزئین را در مرحله بعد انتخاب کنید,270000,0,270000,0,1,0,,0,0,0,,0
909447391,377222739,7223135,"","پیتزا یونانی آمریکایی (جدید), ویژه","کوشت چرخ کرده,مرغ ریش شده,ژامبون گوشت80%,پپرونی,قارچ دلمه پنیر پروسس, سس مخصوص بابابزرگ",198000,0,188100,0,1,0,,9900,0,0,,0
909447390,377222738,22795298,ژامبون گوشت 90 درصد میناسیان,500 گرم,فله,172500,0,172500,0,1,0,,0,0,0,,0
909447389,377222738,22795432,خیارشور سرکه ای,500 گرم,فله,65000,0,65000,0,1,0,,0,0,0,,0
909447388,377222738,23328956,"",ترشی فلفل هالو پینو 560 گرمی بهروز ,شیشه,35000,0,35000,0,1,0,,0,0,0,,0
909447387,377222738,23328877,"",ترشی سیر مروارید 650 گرمی بدر ,شیشه ,60000,0,60000,0,1,0,,0,0,0,,0
909447386,377222738,23328847,"",زیتون در سس چیلی 220 گرمی بهروز ,شیشه ,50000,0,50000,0,1,0,,0,0,0,,0
909447385,377222738,22901032,ژامبون مرغ 90 درصد گوشتیران,500 گرم,"",182000,0,182000,0,1,0,,0,0,0,,0
909447384,377222738,22795321,سوسیس کوکتل بندری 55 درصد گوشتیران,500 گرم,فله,127500,0,114750,0,1,0,,12750,0,0,,0
909447383,377222737,5461900,"",سنگک سنتی سبوس دار,یک عدد,15000,0,15000,0,1,0,,0,0,0,,0
909447382,377222736,19101642,"",سنگک سنتی پر کنجد,یک عدد,15000,0,15000,0,1,0,,0,0,0,,0
909447381,377222735,23606320,تخمه کدو گوشتی,500 گرم,"",160000,0,160000,0,1,0,,0,0,0,,0
909447380,377222734,23606320,تخمه کدو گوشتی,500 گرم,"",160000,0,160000,0,1,0,,0,0,0,,0
909447379,377222733,7939931,"",سنگک سنتی پر کنجد,یک عدد,15000,0,30000,0,2,0,,0,0,0,,0
909447378,377222732,23376835,"",چلو خورشت قورمه سبزی,200 گرم خورشت قورمه سبزی، 50 گرم گوشت گوساله، 300 گرم برنج ایرانی,80000,0,72000,0,1,0,,8000,0,0,,0
909447377,377222732,23376833,"",چلو خورشت قیمه سیب زمینی,200 گرم خورشت قیمه سیب زمینی، 50 گرم گوشت گوساله، خلال سیب زمینی، 300 گرم برنج ایرانی,80000,0,72000,0,1,0,,8000,0,0,,0
909447376,377222732,23376796,"",چلو کباب وزیری,یک سیخ کباب کوبیده مخلوط گوشت گوسفندی و گوساله، یک سیخ جوجه کباب سینه مرغ، برنج ایرانی، دورچین: گوجه، فلفل، کره، آبلیمو، سماق,120000,0,108000,0,1,0,,12000,0,0,,0
909447375,377222731,22066174,"",شکر و دارچین,"",10000,0,10000,0,1,0,,0,0,0,909447374,0
909447374,377222731,22066243,حلیم,1.5 کیلوگرم,گندم، گوشت گوساله، کره حیوانی، شکر، دارچین، کنجد، بدون دورچین، بدون نان,195000,0,195000,0,1,0,,0,0,0,,0
909447373,377222730,5241849, نخودچی دو آتیشه بدون نمک,500 گرم,"",69000,0,69000,0,1,0,,0,0,0,,0
909447372,377222730,6643797,کشمش سبز,250 گرم,"",66000,0,66000,0,1,0,,0,0,0,,0
909447371,377222729,21158355,"",بربری ویژه رضوان,پر کنجد، سبوس دار، سیاهدانه,15000,0,15000,0,1,0,,0,0,0,,0
909447370,377222729,22285348,"",بربری ماشینی پر کنجد,"",15000,0,45000,0,3,0,,0,0,0,,0
909447369,377222728,24056573,"",خرد شده چلویی,"",0,0,0,0,1,0,,0,0,0,909447368,0
909447368,377222728,24056426,گردن گوسفندی با استخوان,500 گرم,مناسب انواع آبگوشت، چلو گوشت و انواع غذاهای ایرانی، قابل ارائه به صورت خرد شده در بسته بندی بهداشتی,269500,0,269500,0,1,0,,0,0,0,,0
909447367,377222727,22667352,"",بربری سنتی گرد کنجدی, کم کنجد ,7000,0,7000,0,1,0,,0,0,0,,0
909447366,377222727,21762053,"",بربری سنتی کره ای,"",10000,0,10000,0,1,0,,0,0,0,,0
909447365,377222726,5187848,"",سنگک سنتی یک رو کنجد,یک عدد، دو رو کنجد,9000,0,18000,0,2,0,,0,0,0,,0
909447364,377222725,22498257,کتف مرغ بدون پوست,1 کیلوگرم,"مناسب سوخاری، کبابی و سوپ،
ارائه در بسته بندی بهداشتی",105000,0,105000,0,1,0,,0,0,0,,0
909447363,377222724,20164360,پیتزا پپرونی آمریکایی,بدون پوره فلفل تند (32 سانتی متری),خمیر تازه برگراتور ایتالیایی، سس مخصوص برگراتور، پپرونی ویژه، میکس پنیر پیتزا مخصوص برگراتور,321900,0,289710,0,1,0,,32190,0,0,,0
909447362,377222723,22166073,شیرینی نارگیلی,500 گرم (18 تا 22 گرم) ,شیرینی ترد از ترکیب پودر نارگیل و سفیده تخم مرغ، تزئین متغیر، شیرینی سنتی و قدیمی مناسب پذیرایی ویژه,115000,0,115000,0,1,0,,0,0,0,,0
909447361,377222722,4954176,"",خوراک جوجه کباب زعفرانی,یک سیخ جوجه کباب سینه مرغ بدون استخوان 170 گرمی,140000,0,112000,0,1,0,,28000,0,28000,,0
909447360,377222722,4971272,"",قاشق و چنگال,"",2000,0,2000,0,1,0,,400,0,400,909447359,0
909447359,377222722,4954174,"",خوراک کباب کوبیده,یک سیخ کباب کوبیده گوشت گوساله 150 گرمی,110000,0,88000,0,1,0,,22000,0,22000,,0
909447358,377222721,8589509,"",بربری سنتی پر کنجد,یک عدد,10000,0,20000,0,2,0,,0,0,0,,0
909447357,377222720,9651485,"",سنگک سنتی چند مغز ویژه,"",15000,0,15000,0,1,0,,0,0,0,,0
909447356,377222719,23249212,فلفل دلمه ای سبز, 500 گرم ± 25 گرم,"",25000,0,23750,0,1,0,,1250,0,0,,0
909447355,377222719,24150120,لبو اصفهان,1 کیلوگرم ± 50 گرم,"",28000,0,26600,0,1,0,,1400,0,0,,0
909447354,377222719,23249147,موز , 500 گرم ± 25 گرم,"",44000,0,41800,0,1,0,,2200,0,0,,0
909447353,377222719,24403774,نارنگی پچ درجه 1 ,1 کیلوگرم ± 50 گرم,,62000,0,58900,0,1,0,,3100,0,0,,0
909447352,377222718,8857236,"",بربری سنتی پر کنجد,یک عدد,13000,0,26000,0,2,0,,0,0,0,,0
909447351,377222718,24071486,"",بربری سنتی کنجدی,"",7000,0,7000,0,1,0,,0,0,0,,0
909447350,377222718,24070795,"",بربری سنتی ساده,"",5000,0,10000,0,2,0,,0,0,0,,0
909447349,377222717,23878592,شنیسل سینه مرغ,500 گرم,"مناسب گریل و سوخاری و شنیسل و انواع خوراک و سالاد فرنگی، 
ارائه به صورت برش فیله در بسته بندی بهداشتی",105000,0,105000,0,1,0,,0,0,0,,0
909447348,377222716,21518984,نوشابه خانواده,پپسی,1.5 لیتر,30000,0,30000,0,1,0,,0,0,0,,0
909447347,377222716,21519045,چلو کباب کوبیده,دو سیخ,کباب کوبیده گوشت مخلوط گوساله و گوسفندی 90 گرمی، 350 گرم برنج ایرانی، دورچین: یک عدد گوجه کبابی، ترشی کلم بنفش، ریحان، پیاز، نارنج، یک تکه ته چین,130000,0,130000,0,1,0,,0,0,0,,0
909447346,377222715,5054696,نوشابه بطری,پپسی,300 میلی لیتر,15000,0,30000,0,2,0,,0,0,0,,0
909447345,377222715,20313491,پیتزا یونانی آمریکایی,دو نفره,"خمیر 32 سانتی دست ساز، ژامبون گوشت، پپرونی، مرغ گریل شده، گوشت، قارچ,دلمه، مخلوط پنیر چند منظوره، سس مخصوص بابابزرگ	",240000,0,228000,0,1,0,,12000,0,0,,0
909447344,377222714,5054696,نوشابه بطری,پپسی,300 میلی لیتر,15000,0,15000,0,1,0,,0,0,0,,0
909447343,377222714,10331593,"",پیتزا هات داگ رولی آمریکایی (جدید(,"خمیر دست ساز پیتزا 2عدد هاداگ کامل قارچ ,دلمه, پنیر, پیتزا ترکیبی,سس مخصوص بابا بزرگ",220000,0,209000,0,1,0,,11000,0,0,,0
909447342,377222713,22411122,حلیم,500 گرم,گندم، مخلوط گوشت گوساله و گوسفندی، بدون نان، بدون دورچین,55000,0,55000,0,1,0,,0,0,0,,0
909447341,377222713,22411123,حلیم,یک کیلوگرم,گندم، مخلوط گوشت گوساله و گوسفندی، بدون نان، بدون دورچین,100000,0,100000,0,1,0,,0,0,0,,0
909447340,377222712,20443636,"",دو پرس خورشت قیمه سیب زمینی,520 گرم خورشت قیمه سیب زمینی، 4 تکه گوشت گوساله، سیب زمینی سرخ شده، بدون برنج، سرو در یک ظرف گیاهی,73000,0,73000,0,1,0,,0,0,0,,0
909447339,377222712,20458606,"",دو پرس خورشت قورمه سبزی,520 گرم خورشت قورمه سبزی، 4 تکه گوشت گوساله، بدون برنج، سرو در یک ظرف گیاهی,73000,0,73000,0,1,0,,0,0,0,,0
909447338,377222711,24593478,دسته گل داودی چیتی بنفش,1 دسته (4 شاخه),"",55000,0,55000,0,1,0,,0,0,0,,0
909447337,377222711,24228233,"",قرنفول سفید,هردسته شامل 4الی5شاخه,55000,0,49500,0,1,0,,5500,0,0,,0
909447336,377222710,6932989,"",بربری سنتی پر کنجد,یک عدد,12000,0,12000,0,1,0,,0,0,0,,0
909447335,377222710,5078386,"",بربری سنتی ساده,یک عدد,5000,0,5000,0,1,0,,0,0,0,,0
909447334,377222709,24124136,آیس پک شکلات تکه ای,350 میلی لیتر,بستنی شکلات تکه ای، موز، سس شکلات، خامه، اسمارتیز,70000,0,70000,0,1,0,,0,0,0,,0
909447333,377222708,20456849,نوشابه قوطی,پپسی عربی,330 میلی لیتر,30000,0,30000,0,1,0,,0,0,0,,0
909447332,377222708,19451294,"",شاورما میکس پنیری,65 گرم گوشت راسته گوساله، 65 گرم سینه مرغ کبابی، یک ورق پنیر گودا، خیارشور، جعفری خرد شده، نان لبنانی، به همراه 2 عدد سس مخصوص، ترشی یک نفره   ,136000,0,272000,0,2,0,,0,0,0,,0
909447331,377222707,23806785,"",مویز ,۳۰۰ گرمیارگانیک، درجه یک,85000,0,255000,0,3,0,,0,0,0,,0
909447330,377222706,5447831,"",وافل,یک عدد، نوتلا، موز، توت فرنگی، خامه، یک اسکوپ بستنی وانیلی,180000,0,180000,0,1,0,,0,0,0,,0
909447329,377222706,5447859,"",ویتامینه مخصوص شاهو,500 میلی لیتر، خرما، تکه های شکلات، انجیر، پودر نارگیل، کنجد، بستنی، گردو، پسته، خامه,180000,0,180000,0,1,0,,0,0,0,,0
909447328,377222705,8416913,"",سنگک سنتی سبوس دار,یک عدد,15000,0,15000,0,1,0,,0,0,0,,0
909447327,377222704,21407947,"",سنگک سنتی خشخاش,یک عدد,15000,0,15000,0,1,0,,0,0,0,,0
909447326,377222704,20599272,"",سنگک سنتی پر کنجد بزرگ,"",15000,0,15000,0,1,0,,0,0,0,,0
909447325,377222703,6932989,"",بربری سنتی پر کنجد,یک عدد,12000,0,12000,0,1,0,,0,0,0,,0
909447324,377222703,5078386,"",بربری سنتی ساده,یک عدد,5000,0,5000,0,1,0,,0,0,0,,0
909447323,377222702,23136679,نوشابه بطری,اسپرایت,300 میلی لیتر,11000,0,11000,0,1,0,,0,0,0,,0
909447322,377222702,23136680,نوشابه خانواده,کوکا کولا,1.5 لیتر,30000,0,60000,0,2,0,,0,0,0,,0
909447321,377222701,19575003,"",ساندویچ مرغ ,70 گرم سینه مرغ ریش ریش شده، کاهو، گوجه، خیارشور، نان ساندویچی سنتی، به همراه یک عدد سس فرانسوی یک نفره,80000,0,80000,0,1,0,,0,0,0,,0
909447320,377222700,22435937,"",حلیم مخصوص دو کیلو,حلیم با گوشت گوساله با تزئین دارچین,280000,0,560000,0,2,9000,,0,0,0,,0
909447319,377222699,8521680,"",باکس ویتامین سی,مصرف روزانه / محتویات : 4 عدد بطری 400  سی سی ، کوکتل جین اپل ، کوکتل لیمو عسل زنجبیل ، آبمیوه ترکیبی پرتقال گریپ فروت ، آب پرتقال,236000,0,188800,0,1,0,,47200,0,23600,,0
909447318,377222698,21279950,"",تافتون خراسانی سبوس دار,"",6000,0,60000,0,10,0,,0,0,0,,0
909447317,377222697,6328625,"",لواش ماشینی ساده (20 عدد),یک بسته,40000,0,40000,0,1,0,,0,0,0,,0
909447316,377222696,5295185,"",سنگک سنتی پر کنجد بزرگ,یک عدد,15000,0,30000,0,2,0,,0,0,0,,0
909447315,377222695,7819202,"",بربری سنتی سیاه دانه, یک عدد,15000,0,45000,0,3,0,,0,0,0,,0
909447314,377222695,7819195,"",بربری سنتی کنجدی, یک عدد,7000,0,7000,0,1,0,,0,0,0,,0
909447313,377222695,7819125,"",بربری سنتی ساده, یک عدد,5000,0,15000,0,3,0,,0,0,0,,0
909447312,377222694,23045189,"",کاسه تک نفره و پک قاشق,"",4000,0,4000,0,1,0,,0,0,0,909447311,0
909447311,377222694,18113215,"",حلیم معجون مخصوص بوقلمون (یک کیلو گرم),گوشت گوسفندی ریش ریش شده، گوشت بوقلمون ریش ریش شده، شکر، دارچین، بدون نان,125000,0,125000,0,1,5000,,0,0,0,,0
909447310,377222693,24425557,گلدان برگ انجیری,ارتفاع: 60 سانتی متر,نگهداری در دمای اتاق، نور متوسط و غیر مستقیم، ۲ مرتبه در هفته آبیاری به همراه غبارپاشی، با گلدان سفالی,850000,0,680000,0,1,0,,170000,0,0,,0
909447309,377222692,7883487,"",بربری ماشینی پر کنجد,"",15000,0,30000,0,2,0,,0,0,0,,0
909447308,377222691,21836419,"",آسیاب اسپرسو خانگی,"",0,0,0,0,1,0,,0,0,0,909447307,0
909447307,377222691,21830753,"",دانه قهوه نیرا (1 کیلوگرم),۱۰۰% روبوستا، خاستگاه اوگاندا,439000,0,439000,0,1,0,,0,0,0,,0
909447306,377222690,24351053,انار دان شده,500 گرم,"",97000,0,97000,0,1,0,,0,0,0,,0
909447305,377222690,23231941,گلابی بیروتی ,1 کیلوگرم ± 50 گرم,"",138000,0,138000,0,1,0,,0,0,0,,0
909447304,377222690,23232399,کلم قرمز,1 کیلوگرم,"",21000,0,16800,0,1,0,,4200,0,0,,0
909447303,377222690,23232393,کلم سفید ,1 کیلوگرم ± 50 گرم,"",19800,0,15840,0,1,0,,3960,0,0,,0
909447302,377222690,23232471,کاهو پیچ,900 تا 1.100 کیلوگرم,"",25000,0,20000,0,1,0,,5000,0,0,,0
909447301,377222690,23654275,سبزی خوردن پاک شده ,250 گرم,"",69000,0,207000,0,3,0,,0,0,0,,0
909447300,377222690,23232215,لیمو ترش,1 کیلوگرم,"",65000,0,65000,0,1,0,,0,0,0,,0
909447299,377222690,23232167,گوجه فرنگی,1 کیلوگرم ± 50 گرم,"",46000,0,46000,0,1,0,,0,0,0,,0
909447298,377222690,23232153,خیار بوته ای,1 کیلوگرم ± 50 گرم,"",32000,0,64000,0,2,0,,0,0,0,,0
909447297,377222690,23654257,گوجه گیلاسی ,500 گرم,"",120000,0,120000,0,1,0,,0,0,0,,0
909447296,377222690,24232565,کیوی,1 کیلوگرم ± 50 گرم,"",55000,0,55000,0,1,0,,0,0,0,,0
909447295,377222690,24604319,خربزه گرمسار درجه 1,3 تا 4 کیلوگرم,,168000,0,168000,0,1,0,,0,0,0,,0
909447294,377222690,23231637,موز اکوادور,1 کیلوگرم ± 50 گرم,"",80000,0,80000,0,1,0,,0,0,0,,0
909447293,377222690,24232557,پرتقال آبگیری,1 کیلوگرم ± 50 گرم,"",20000,0,100000,0,5,0,,0,0,0,,0
909447292,377222690,23901110,لیمو شیرین آبگیری,1 کیلوگرم ± 50 گرم,"",30000,0,30000,0,1,0,,0,0,0,,0
909447291,377222690,23731351,آناناس,1.400 تا 1.600 کیلوگرم,"",296000,0,296000,0,1,0,,0,0,0,,0
909447290,377222690,23649343,نارنگی ,1 کیلوگرم ± 50 گرم,"",45000,0,45000,0,1,0,,0,0,0,,0
909447289,377222689,17785261,"",چلو کباب کوبیده,یک سیخ کباب کوبیده گوشت گوساله 140 گرمی400گرم برنج ایرانی، دورچین: گوجه، پیاز،سماق,110000,0,110000,0,1,3000,,0,0,0,,0
909447288,377222688,21520713,پیتزا مرغ و قارچ آمریکایی,24 سانتی متری,خمیر پیتزا آمریکایی، سینه مرغ ریش ریش شده، قارچ، فلفل دلمه ای، پنیر پیتزا، ذرت,130000,0,260000,0,2,5000,,0,0,0,,0
909447287,377222687,8972799,"",نوشابه بطری پپسی,300 میلی لیتر,11000,0,11000,0,1,0,,0,0,0,,0
909447286,377222687,22184945,"",نان باگت(بزرگ),یک عدد نان بزرگ با کنجد,8000,0,7200,0,1,0,,800,0,0,,0
909447285,377222687,8972559,ساندویچ بندری,ساده,بندری با 150گرم سوسیس آلمانی 60%، سیب زمینی سرخ کرده، گوجه، خیارشور، کاهو، سس مخصوص، نان باگت,65000,0,58500,0,1,0,,6500,0,0,,0
909447284,377222686,7877401,"",سنگک سنتی سبوس و کنجد,یک عدد,15000,0,90000,0,6,0,,0,0,0,,0
