id,current_user_id,app_id,app_version,device_type,udid,platform,created_at,updated_at,token,store,adjust_id,google_ad_id
185821109,13128214,7,4.0.1.23,VTS-PWA-Android,f16a69c188d9606c,ANDROID,2023-12-19 01:21:11,2023-12-19 01:21:11,,Bazzar,,
185821108,18647045,3,5.6.6,SUPERAPP,89aef302-173b-4596-ab7b-7cbaa4d698a9,SUPERAPP,2023-12-19 01:21:10,2023-12-19 01:21:10,,Bazzar,,
185821107,5709007,3,5.6.6,SUPERAPP,fb36e43c-e632-4002-a65d-2b817bce9029,SUPERAPP,2023-12-19 01:21:09,2023-12-19 01:21:09,,Bazzar,,
185821106,7957228,7,4.0.1.23,VTS-PWA-Android,ca601c045d0681f1,ANDROID,2023-12-19 01:21:09,2023-12-19 01:21:23,dGO80JvIQHWGEjEvzoFtJ_:APA91bESTYcGr3I2nsj8ydaUmpv3kx2Kh_PiQpM-4Bg5QWcH6r286cjTAP_siMPetr5dkp2q8R_trraflctIn44piL41duuOzXI8-BKMEciIzZwvo0kfz5NsI2evhDugwfbjOnJIMYgx,Bazzar,,
185821105,16431802,7,4.0.1.23,VTS-PWA-Android,95357e5be361632d,ANDROID,2023-12-19 01:21:07,2023-12-19 01:21:07,f2taznblxzx3jH-19K6VzE:APA91bEcjE6csdcTysahhr6YQtB8WHGkwHqQbCYGI5HCi0d_Py7vwgil3fEJU-8pvcL3SxRIWzABjqxkam6jtdpeOJGvMuM361QdbAfMiP1y5oUYA9YLrdnPB5JxR2mnsVb3HSKGampP,Bazzar,,
185821104,15256791,7,4.0.1.23,VTS-PWA-Android,333e2c04a4687e88,ANDROID,2023-12-19 01:21:07,2023-12-19 01:21:07,d8M_X7q1txv9u1FreTeEGB:APA91bF5A8ETgStbW5lRSvKmyGDjkqj1ETVa3WC0mZ6sD4Ur4UDpLW9rUiDOcEmMO1MR7RbWWuwKTm65whgFIXq4mM9KJBuVij7pzD6oVGwsy2D95WOkCoQfyj17FA2CE28uYaUZjneT,Bazzar,,
185821103,13625462,7,4.0.1.23,SM-A325F,5f254a77c87febdb,ANDROID,2023-12-19 01:21:06,2023-12-19 01:21:08,dDYRYQwBTOGcZjACkbtw-t:APA91bG9rGm1od01ngHKhmxCgTxirqvb8lcxKKAzHxiVZqzdmPsChKzgIWsWJ9fpfyG97-jAePqOB9Ezt1f4Liij3ndtHqWFjUhj9K04lSqA_CIVnUHvO7UxP9kb3jz2aiZwoxuyY1Wt,Bazzar,,
185821102,15426354,3,5.6.6,PWA,84208bcf-4363-40a6-967d-d5e98790f90d,PWA,2023-12-19 01:21:05,2023-12-19 01:21:05,,Bazzar,,
185821101,10810433,7,4.0.1.23,VTS-PWA-Android,f9da8d2eaf835d08,ANDROID,2023-12-19 01:21:03,2023-12-19 01:21:03,,Bazzar,,
185821100,12535428,3,5.1.0.4,SM-M205F,cde8f13faeba2a91,ANDROID,2023-12-19 01:21:02,2023-12-19 01:21:02,f1IM1cM5T26gYSHOYVqXgl:APA91bHP3zG_cDGL5do4qK_azghePFYdRBM1wmqW71v4ck3oSjE1uGeLP3FZvXXVUcoOUa2xuxrMTrv-RL2-Wow9ifPwHOeJ8_K0C5Yys03uQvWtUljZH1jFeagkK34ZtoFCwGHS9CZq,Myket,,
185821099,16327587,7,4.0.1.23,SM-A115F,a2ea2c4c737e92cc,ANDROID,2023-12-19 01:20:59,2023-12-19 01:21:02,elX9dnggaM34-iIuei-CqN:APA91bG63RLM3I95ht91Ir6XK4uj7LPnFRSolWNG5TeAlsUiz3TSXNPrjXTPdYwJc1qp1xmd5fCvVvuOhgGqIRt__GC1gaEk0akvjX0I9A9z7bIJ4iRg3T9P6TB_t55RScapciBhkgKU,Bazzar,,
185821098,19750258,3,5.6.6,SUPERAPP,28a7c104-d020-4524-8d8d-0f322346de25,SUPERAPP,2023-12-19 01:20:56,2023-12-19 01:20:56,,Bazzar,,
185821097,5468293,7,4.0.1.23,SM-J106F,a235a6de801633fd,ANDROID,2023-12-19 01:20:55,2023-12-19 01:21:05,c3T3sZHCQSix2xyKYRO9-G:APA91bGgFfagRKgw-w2hszNydjErHo6MAO-50z1J7DK-5SG2y6ZeeodZI9ysz3KwG9j23I4u1TVr5GBJsI5T6nVxmIiNNGZRs5tmw7Yw6FwoLEacFcimgz_O96sWo7_RC3S9dMk3bT0P,Bazzar,,
185821096,13297246,3,5.6.6,APWA,91f34e11-2aa0-4fe2-8cff-a50663a99d54,APWA,2023-12-19 01:20:53,2023-12-19 01:20:53,,Bazzar,,
185821095,20165111,7,4.0.1.23,SM-A315F,49df82a4fdb9b98b,ANDROID,2023-12-19 01:20:52,2023-12-19 01:20:54,dAbATm5jEoIlGhIVecw7p9:APA91bHcekTXUyJGOh_S_3h0XoLbEABBv-1mgyiCU2FgqyTeFBE5OHjezMVFJSbSeirL3hOq1ZDzU4ZKRIsONWMCENb4OOb2PQxapWfPTvDtgR-NSAKCNy68ihKu5rPTvwRER6gMoTrP,Bazzar,,
185821094,2796433,7,4.0.1.23,M2004J19C,97b8591a28c09c9b,ANDROID,2023-12-19 01:20:50,2023-12-19 01:21:00,eWGJCsuDAfvnFfsCc7XSzv:APA91bEqSWpotxEHe9wEEHkYHCJuSAvYfmqmTQV149qsW_QlL57EDJ-BCFaTOzmmshUSk1i1M3M_uFohKo3l-0ik14aYZtrrtmzBSR73LRsRVsSBI8qjPY01O8SscPOvFhPvhfBYyctI,Bazzar,,
185821093,20523288,3,5.6.6,SUPERAPP,72af7ea3-6aa0-4c10-97b3-1b31a0e59b93,SUPERAPP,2023-12-19 01:20:48,2023-12-19 01:20:48,,Bazzar,,
185821092,16019646,7,4.0.1.23,VTS-PWA-Android,43e28d5fa413b283,ANDROID,2023-12-19 01:20:46,2023-12-19 01:20:46,cXIcvWbKNCcK2TP5cIUqlg:APA91bEZ3248WIuhmt1KKEa0HVM4SnGvTodPzIUHqyt_oYuRbYksL7K2584QSTjiBuIympxCk7asuphzLX_srqz7DQOx2-lXuj1oTio7sFmswdw-4Wbt4RZLfYem9NWuuxYpjxWHxfJI,Bazzar,,
185821091,17054507,3,5.6.6,SUPERAPP,bd232ea1-fd1f-4d32-9d58-1396852cbde5,SUPERAPP,2023-12-19 01:20:45,2023-12-19 01:20:45,,Bazzar,,
185821090,14817682,3,5.6.6,IRANCELL,7bd58e53-3b36-49a0-be96-9b0358885959,IRANCELL,2023-12-19 01:20:45,2023-12-19 01:20:45,,Bazzar,,
185821089,13207303,3,5.6.6,IRANCELL,6fcf92f5-3066-4717-bc9d-2d131e247217,IRANCELL,2023-12-19 01:20:44,2023-12-19 01:20:44,,Bazzar,,
185821088,15616649,7,4.0.1.23,VTS-PWA-Android,a81db66567de6fcf,ANDROID,2023-12-19 01:20:44,2023-12-19 01:20:44,,Bazzar,,
185821087,21475601,3,8.1.1,WEBSITE,41af07ce-85d3-4242-89fe-eb3719c801be,WEBSITE,2023-12-19 01:20:43,2023-12-19 01:20:43,,Bazzar,,
185821086,16036397,3,5.6.6,AP,7068d1a8-c529-4956-a47f-6f9ee1bc877b,AP,2023-12-19 01:20:41,2023-12-19 01:20:41,,Bazzar,,
185821085,15714634,3,5.6.6,SUPERAPP,abbf12ec-c953-4a8b-9238-44aebd6d0137,SUPERAPP,2023-12-19 01:20:40,2023-12-19 01:20:40,,Bazzar,,
185821084,21777708,3,5.6.6,PWA,04147658-3b71-4982-a768-3e7af2400539,PWA,2023-12-19 01:20:38,2023-12-19 01:20:38,,Bazzar,,
185821083,21777707,3,5.6.6,SUPERAPP,c31f415f-8144-4d3d-ad3d-1aa223cf9da4,SUPERAPP,2023-12-19 01:20:37,2023-12-19 01:20:37,,Bazzar,,
185821082,18910066,7,4.0.1.23,VTS-PWA-Android,11d31429173156d4,ANDROID,2023-12-19 01:20:31,2023-12-19 01:20:31,e-_5Uo9AQKyL6JaDhXN5rh:APA91bFaDDHBzlOx2wiYLcHRgHPnx2yL-dUt917gJuFyFSm0irXAn1IhWY5FsJIKUqMX6pw-LmOdkxdig0kZfaeTcf1ofdyx3cfnRhtGd-HZDPuVwCI4h7UqJJEB5ABHkeLMcRDsht97,Bazzar,,
185821081,16310028,7,4.0.1.23,SM-A127F,0d44bc4cc734b4e5,ANDROID,2023-12-19 01:20:30,2023-12-19 01:20:32,dEkwHEnxNNzqnH5fKabdYZ:APA91bEZ-OvTaiGSWIoffoCwx7cqwXtVt0RsPXhu-DLKjVkcnmAgq7s_Q1nrM28F0386SXKb6EUnuHThQATVnspgAlrVSg47dnukBYToZ9cyzE7XfVA9jcQZFGjwvw6402xzP8skCrRQ,Bazzar,,
185821080,7985688,3,5.6.6,SUPERAPP,6786cb23-cec5-4f5e-952e-4152060dbc46,SUPERAPP,2023-12-19 01:20:30,2023-12-19 01:20:30,,Bazzar,,
185821079,6535879,3,5.6.6,SUPERAPP,e901a54a-48a6-4b85-b593-63a4c220ae11,SUPERAPP,2023-12-19 01:20:28,2023-12-19 01:20:28,,Bazzar,,
185821078,4617432,3,5.6.6,SUPERAPP,2cd77f23-a63d-4e84-8c53-f610d0460ba6,SUPERAPP,2023-12-19 01:20:26,2023-12-19 01:20:26,,Bazzar,,
185821077,15015244,3,8.1.1,WEBSITE,8a569c20-8cba-4465-9051-920cb1d63445,WEBSITE,2023-12-19 01:20:24,2023-12-19 01:20:24,,Bazzar,,
185821076,13719117,3,5.6.6,IRANCELL,7d76b0a5-0118-4aeb-b6b3-97e33aee5675,IRANCELL,2023-12-19 01:20:24,2023-12-19 01:20:24,,Bazzar,,
185821075,19139148,3,5.6.6,SUPERAPP,2d17f1d2-1805-4608-bf5c-2cb6d94ad6e0,SUPERAPP,2023-12-19 01:20:22,2023-12-19 01:20:23,,Bazzar,,
185821074,2956045,3,5.6.6,SUPERAPP,f54c0943-3f13-47a8-a6da-302ab89f8253,SUPERAPP,2023-12-19 01:20:21,2023-12-19 01:20:21,,Bazzar,,
185821073,6842421,3,5.6.6,SUPERAPP,ccc86135-37d2-4cd9-9590-3612a31bbcca,SUPERAPP,2023-12-19 01:20:19,2023-12-19 01:20:19,,Bazzar,,
185821072,7280212,3,5.6.6,PWA,6cfd7cb0-6a2b-4608-a740-bc622fbae069,PWA,2023-12-19 01:20:13,2023-12-19 01:20:13,,Bazzar,,
185821071,8548035,7,4.0.1.23,2107113SG,ebb29e6f34c55b01,ANDROID,2023-12-19 01:20:10,2023-12-19 01:20:51,d9m0xlmKQLuoupa3h0R5bI:APA91bHQWBCTUghMecdxlMT7JZhG_7hbe6ppXwghb8JyFYLtLpEu9WIRWt8-SnHKnLp65JudHv7SKVgZkpG5_yvNEccHdXEQfyxV9HGiSNSn8xxFxKVIqzMJKgSNw3v9Lw9XMaAKQXhx,Bazzar,,
185821070,5200630,3,6.0.0,PWA,24817323-53e3-4b76-a0da-31d0d07be99f,PWA,2023-12-19 01:20:10,2023-12-19 01:20:10,,Bazzar,,
185821069,18593116,7,4.0.1.23,VTS-PWA-Android,edc82094c3de1f53,ANDROID,2023-12-19 01:20:08,2023-12-19 01:20:08,dCgd0G5CRrWwzRYqaXvaN7:APA91bEd-rAqT1M9ZnOLcBuGFyPDYnmwRY8tIBid8h7RHsMMpoKylJRaX8ce57Y227DcHneSSjeFwDVUJU0SHHSFEJWPSYwuXBB5M05sAmNxSXyJo31KiGrnuJFvHBEbdXVNk7GM6hLy,Bazzar,,
185821068,6963945,3,5.6.6,PSA,ab0d07e6-18f2-43d7-bc86-a18ad7b34f8a,PSA,2023-12-19 01:20:07,2023-12-19 01:20:07,,Bazzar,,
185821067,16310028,7,4.0.1.23,SM-A127F,0d44bc4cc734b4e5,ANDROID,2023-12-19 01:20:06,2023-12-19 01:20:13,dEkwHEnxNNzqnH5fKabdYZ:APA91bEZ-OvTaiGSWIoffoCwx7cqwXtVt0RsPXhu-DLKjVkcnmAgq7s_Q1nrM28F0386SXKb6EUnuHThQATVnspgAlrVSg47dnukBYToZ9cyzE7XfVA9jcQZFGjwvw6402xzP8skCrRQ,Bazzar,,
185821066,13673220,7,4.0.1.23,VTS-PWA-Android,3b0d3285bbf4a1d6,ANDROID,2023-12-19 01:20:02,2023-12-19 01:20:02,,Bazzar,,
185821065,5373824,7,4.0.1.23,SM-A705FN,2f2b74d09ceaea2f,ANDROID,2023-12-19 01:19:57,2023-12-19 01:21:00,fL-OuQh2RnyZvKslyruUWE:APA91bFW3tJURpd5EZhGcUwMot0dW5RVJFsI88-jLwFvWar6rl0PM9Pg6x46_qe0uEr5eIMQIYO6DHxUbL0D6CqiyxSbaCIC5WWlP-aXjeYFPoLUVE35luEqTsrP2JsaXZOZ9vMAFbmW,Bazzar,,
185821064,18831917,3,5.6.6,AP,a31ed320-4f38-4791-99ef-ea2ba6f5cb96,AP,2023-12-19 01:19:55,2023-12-19 01:19:55,,Bazzar,,
185821063,11306732,3,5.6.6,SUPERAPP,e3d4ce98-6286-4e35-81b6-50ddda0c365f,SUPERAPP,2023-12-19 01:19:52,2023-12-19 01:19:52,,Bazzar,,
185821062,3559344,3,5.6.6,SUPERAPP,94281e15-52e5-4ad6-860e-ff1888c0a2a7,SUPERAPP,2023-12-19 01:19:47,2023-12-19 01:19:47,,Bazzar,,
185821061,17327755,7,4.0.1.23,VTS-PWA-Android,56e71e7652bcf2dd,ANDROID,2023-12-19 01:19:45,2023-12-19 01:19:45,eLqhMwfDUAG_zkujBGoTI4:APA91bHqiYnHm_aU8RcRl_2x8LhdC-kHwNPcLaVuwxmIkqmvoCjdwAVgFqlUEKX6wb5Niridc_KF6z9tVvoZUV2IFMvsCb-ROkF0KmJxpnGpYIqdM8_UsbnjxVMfJsdD4dsiomY2s5z4,Bazzar,,
185821060,9017812,7,4.0.1.23,GMC-668M,380c421b87da5ad9,ANDROID,2023-12-19 01:19:45,2023-12-19 01:19:47,d4NuYmcnDROzoMn55KmLb0:APA91bHol2afon8Y4FBG4OWzkkb7Vgxj6hWMfln1QNii_JbcR3UhzZY48tX5aFVBL8Vl-kdhjP4gQpv38eDfCq7_MwtKp7vlJOhRWDise5eeqPRr2Vw3n05UeivKkl37PmQZMJoeXZpK,Bazzar,,
185821059,15962393,7,4.0.1.23,M2010J19CG,4964dc08c85424dc,ANDROID,2023-12-19 01:19:44,2023-12-19 01:19:46,eWoxN0BqS2O_uaqxA8-WXf:APA91bFPyI50ASj4-WiuETMkrzeT_tEpOZo9ZqPeWHhhsurOM11wBnaGuDGZ9ydTmPh_o8juu7MdD0x9EupSnkG3e4fbBshqu-LVm4A-N70FW_sexE11aePftBdZqMgejrwc5Hp5gULg,Bazzar,,
185821058,,3,5.1.0.4,SM-M305F,7e28b1b3cbc39b8c,ANDROID,2023-12-19 01:19:40,2023-12-19 01:19:40,eG37d7w1SjS2mWK3jthscf:APA91bEttPTqv_kwhUfLkd87hCLeXa1C3FBU1653eDduA48CrHJkbnlvMntKlnKNbFZNLz-ZXQzgGntdjXfmtea9phB_iRzG-BHzX08Y4VK6qcyOvUm3qm3LqkWBfn6Vx6EIs81TsNXH,Myket,,
185821057,7901919,3,5.6.6,SUPERAPP,0dc134f9-b9d9-4bdd-88df-d001483eb920,SUPERAPP,2023-12-19 01:19:31,2023-12-19 01:19:31,,Bazzar,,
185821056,13481699,3,5.6.6,IRANCELL,85a5262b-db6a-46a5-be18-9fd47a4716a0,IRANCELL,2023-12-19 01:19:29,2023-12-19 01:19:29,,Bazzar,,
185821055,,3,5.1.0.4,SM-A750F,c653a0b33b88e4f4,ANDROID,2023-12-19 01:19:28,2023-12-19 01:19:28,cpurG9t8RGGvJfa5udMnin:APA91bFu9EcmXnYQv_Ows70_QrWGeCLOg97eLphXCk8Va9nq4PIZAGBeW5CGYlELhVTAGZ5iBdFh6aKnJ0qiygfKqBFPhIgdqh58xX0o5X-rPEKdwQpzEquP0Pi_i3tXETU6MvS6nzo0,Bazzar,,
185821054,7974098,7,4.0.1.23,21091116UG,6b2c7f3dc430400e,ANDROID,2023-12-19 01:19:28,2023-12-19 01:20:13,dDXtHISCWrkP6cUN89xvcd:APA91bFuMdbMtKiAUH7lMZMJR2jEvMu0QGcd2D-rWqlav9TlvsN_vSzeifpigtAuJE5RF6ml8G31bfArqTvIqNl2cxsHVmM6qKJvinorB_d6KAmojMeYOtRjIKOM49tYhfzR6UZbZh_C,Bazzar,,
185821053,3867862,3,5.6.6,SUPERAPP,6510735c-eb5d-4f65-a9dd-912b7be8e7be,SUPERAPP,2023-12-19 01:19:27,2023-12-19 01:19:28,,Bazzar,,
185821052,16134958,3,5.6.6,PWA,5e22122c-4bd5-46dd-8638-9c566d6ebb71,PWA,2023-12-19 01:19:26,2023-12-19 01:19:26,,Bazzar,,
185821051,16007700,3,5.6.6,PWA,a9234b23-078a-4af7-bbc9-a233d8b7e6d7,PWA,2023-12-19 01:19:21,2023-12-19 01:19:21,,Bazzar,,
185821050,3572718,3,5.6.6,SUPERAPP,d40340f6-0b2f-448c-a671-4533f9b4fea0,SUPERAPP,2023-12-19 01:19:21,2023-12-19 01:19:21,,Bazzar,,
185821049,4118375,3,5.6.6,SUPERAPP,d0dd7f97-aca0-4163-a3b8-0dc6d0b93ba2,SUPERAPP,2023-12-19 01:19:19,2023-12-19 01:19:19,,Bazzar,,
185821048,15668620,7,4.0.1.23,SM-A205F,0e6b38a116e724b7,ANDROID,2023-12-19 01:19:14,2023-12-19 01:19:23,eMPKCwj9R0en1QL7kn-bTp:APA91bFQdZwTNu2pBJD2ddyvlbm_w26ldolfWO-qzZRKEBwvdz5Hc5ssZieG8lah_yVswa5TvbVGjS8UAdnd7gnEfgDQ6JcCsiWxvARkg0q7XaXT4FFtYDDH9JDer2NnsCDsQzL3Rhxu,Bazzar,,
185821047,9203579,7,4.0.1.23,VTS-PWA-Android,e7fbed2585767789,ANDROID,2023-12-19 01:19:13,2023-12-19 01:19:13,ccqrzqJmRXavqAXqERTc65:APA91bGPkZ5XkaZ0BbDrSfZ3nTrAzWtdh3P5JHYdSJEnhSSsaiiJytfJb8KA_eFRv_vHSvgZrISQkJggg3A8eOXEo5W-gT5_1Inv6o22eRvWttCF4D0YpULvN7BxtIjYGessWWr7v1lv,Bazzar,,
185821046,21777706,3,5.6.6,SUPERAPP,648c83ea-8b7c-4671-9c66-6f21f36a5540,SUPERAPP,2023-12-19 01:19:08,2023-12-19 01:19:08,,Bazzar,,
185821045,12708974,7,4.0.1.23,VTS-PWA-Android,650313712ee9f19f,ANDROID,2023-12-19 01:19:07,2023-12-19 01:19:07,fQfs_j5jRoWdKv08t3wDRQ:APA91bHsxPW1RvJ-ZwetUZSzeSPnAM5aj2kSapVJiktcfmWJedi-RWvxBEyh83qVbLaUSIJa-9o_X8rl7ZL-HOYBhVC5-OXeAUYOeU6sXGePqyYmpuCPEm__hAHitLIU646JinP1bxxH,Bazzar,,
185821044,14728832,7,4.0.1.23,VTS-PWA-Android,020b05d6d45838b6,ANDROID,2023-12-19 01:19:05,2023-12-19 01:19:05,,Bazzar,,
185821043,14728832,7,4.0.1.23,VTS-PWA-Android,020b05d6d45838b6,ANDROID,2023-12-19 01:19:05,2023-12-19 01:19:05,cKWSy-TcVugxXKC_w92vdm:APA91bHeBDQBwWBzLe6FgrAiSBpGPJaNbbMG-Z-ONzlsI9jKCYcclIgu7n4_90llqTXonBvfaRTDep4gYzGU6aOg_Y0ZNI_u7YfDv5YKOR4jVMVzM2C4MMlROesOoJHOvFm7Z2ZnH52b,Bazzar,,
185821042,4909107,7,4.0.1.23,M2007J20CG,1dc8b7e97dda0259,ANDROID,2023-12-19 01:19:05,2023-12-19 01:19:12,cfglMFiyTnuLOneZY-_sJF:APA91bGAwd1VfTw56IMgr0_8YMhctKH4Y6xtp3Sdq0Rb0qFkXzyy3MxR8Hv28tLA3rAxNkTOPDp8rV589Md6udtzAAOtFC6gUL3vMlyJvsSn6ls-gfkbF0-ag3w6bAaIXO6MVpOTd3Qx,Bazzar,,
185821041,13267031,3,5.6.6,PWA,4e54cf07-1a89-4292-be74-4f58d0e52bc5,PWA,2023-12-19 01:19:04,2023-12-19 01:19:04,,Bazzar,,
185821040,618436,7,4.0.1.23,SM-S918B,b689b5c48f08bcba,ANDROID,2023-12-19 01:18:57,2023-12-19 01:19:24,ec5Kmfj_XVyQZcWQLfTGhH:APA91bFMcl3DXpfMgdBTf6Ifg7dmBnpnDOvVpHwXq5G3B0nELcqzN6UfJez2JiCwyflRsNexKABHl3RSNrn22nsB_xfOBDz2JCooEWsm9VWrJonivlyKiX-0nnpoPGITlGeeuDWARI3W,Bazzar,,
185821039,3391578,3,5.6.6,PWA,67fe2808-ce52-465c-9f6d-c20300f640d7,PWA,2023-12-19 01:18:50,2023-12-19 01:18:50,,Bazzar,,
185821038,18659098,3,5.6.6,SUPERAPP,572751ef-52e5-4b1c-b20b-fd081d8906f6,SUPERAPP,2023-12-19 01:18:48,2023-12-19 01:18:48,,Bazzar,,
185821037,9706118,3,5.6.6,SUPERAPP,a74f6fba-21ca-4fb9-89f0-5e125cf6a714,SUPERAPP,2023-12-19 01:18:48,2023-12-19 01:18:48,,Bazzar,,
185821036,3194032,3,5.6.6,PSA,87843d42-6404-49db-aa0b-281908df8350,PSA,2023-12-19 01:18:47,2023-12-19 01:18:47,,Bazzar,,
185821035,9196564,3,5.6.6,SUPERAPP,4b8c353f-2afb-4f7d-af50-314749eec93c,SUPERAPP,2023-12-19 01:18:46,2023-12-19 01:18:46,,Bazzar,,
185821034,12088263,7,4.0.1.23,SM-A305F,c1a13e192a528c62,ANDROID,2023-12-19 01:18:46,2023-12-19 01:18:49,cBQAGYKOq-_ds5q3PP7jof:APA91bEiUYp6lUxC-Oij8KYlp5EC1TZj-qbNbG0jMTM7nPi01Kx60v8tT44TbFusDg-mdZb21m2I95Ararn_2lRaqk4QiLLohJqIzUgwoUPi-x8jWyn6v-mtVbHWvMbOIhM4tsc003Pj,Bazzar,,
185821033,9930482,3,5.6.6,SUPERAPP,8e7d0a3c-6d48-4275-b8cd-e4e997a6a52e,SUPERAPP,2023-12-19 01:18:45,2023-12-19 01:18:45,,Bazzar,,
185821032,15885028,3,5.6.6,SUPERAPP,bee0d3ba-d7d5-490f-9b1f-ac855f037dcb,SUPERAPP,2023-12-19 01:18:45,2023-12-19 01:18:45,,Bazzar,,
185821031,21774162,3,8.1.1,WEBSITE,9ec5af48-719a-40aa-8077-bd2c9d7dd10a,WEBSITE,2023-12-19 01:18:43,2023-12-19 01:18:43,,Bazzar,,
185821030,15995594,7,4.0.1.23,VTS-PWA-Android,8155710b4b3af282,ANDROID,2023-12-19 01:18:43,2023-12-19 01:18:43,egmvaMQCTh2ZzHhKU0yF4i:APA91bGffKRgEBOmhJwN9CeqGIw3VSsoAWQXG4k6VBRvTJHFhWHaDFSpTY7ZenTXtSm3peQ_JjWp4WHRabQXxOe5c6Rjmcs4OaUFCyzNl9bQb1ywv2HGGUeJSIMDw2VrLGFKYyovalhf,Bazzar,,
185821029,13911603,7,4.0.1.23,VTS-PWA-Android,5af143d71e8740c0,ANDROID,2023-12-19 01:18:37,2023-12-19 01:18:37,eqKtgGYJSJSzQ8qpbrzGQf:APA91bG5KolKPH0UTVGuEK5H2FPlHJQvwnM5PJZVcy8Y-ep7U4GpXTTw-jDzLbJmmcjqGAqG-_193ogZNLauZNvCuGr4BU78fdZwP25upQQdi3RnhbJHg_FXOYrI2fqK79JbMY6u8Puz,Bazzar,,
185821028,3198120,3,6.0.0,PWA,0cec08f1-2043-4695-8b47-05b552854768,PWA,2023-12-19 01:18:31,2023-12-19 01:18:31,,Bazzar,,
185821027,14380241,7,4.0.1.23,STK-L21,754eee0f6297e0a8,ANDROID,2023-12-19 01:18:28,2023-12-19 01:18:30,fqF_58Sc4bDpAkV22YJyh4:APA91bHnTjZkhqgNdcXWaMIY9KQoEd1IPvm0WhofcFHysipQbfXVFpuLD-2g7depmUlL3KWrEUqD8Bx0bD00yJi8AnmsAnklV6Pz9LOhm6r0dOBYXkk9ADxyEfuCrorn67YKyIdxcCZi,Bazzar,,
185821026,19115722,3,5.6.6,IRANCELL,baed5806-2319-4a1a-b7f9-d03b466f1ae4,IRANCELL,2023-12-19 01:18:25,2023-12-19 01:18:25,,Bazzar,,
185821025,13912866,7,4.0.1.23,VTS-PWA-Android,c8a3a61922776109,ANDROID,2023-12-19 01:18:23,2023-12-19 01:18:23,fQ79QY3Qo5Inw1PCDoWaJs:APA91bEpX6WZl9kZ5Dy03Y6zvzEjgdR6J-rqxwzUcC5T8bGeY11oOZPlv0zQ1dRFFU5lt6dK9h2-qLxI4ANgtqUrFz_fTVMp-OUWbiUG6I3FF9EirrzxYC3Q1SauEtzCzp2KQMcJ5Ih9,Bazzar,,
185821024,6005797,3,5.6.6,SUPERAPP,205b89d3-acd7-4ff8-987e-adbf89e196d4,SUPERAPP,2023-12-19 01:18:21,2023-12-19 01:18:21,,Bazzar,,
