id,city_id,area_id,terms_id,created_by,updated_by,title,description,logo_name,cover_name,address,security_code,postal_code,terms_validity,website,private_phone,customer_phone,order_email,order_fax,order_sms,preferred_contact,latitude,longitude,delivery_time,rating,position,status,budget,service_fee,min_order_value,active,accept_voucher,free_delivery,has_discount,delivery,online_payment,pickup,pre_order,deleted,vat_included,products_vat_enabled,delivery_vat_enabled,packaging_vat_enabled,vat_enabled,vat_visible,commission_rule,commission_type,created_at,updated_at,comment_for_order,delivery_commission_enabled,packaging_commission_enabled,old_id,disabled_from_datetime,disable_duration,manager,branch_title,vat,vendor_delivery_areas_text,english_title,online_delivery_enabled,order_inform,comment_for_manager,chain_id,vms_client_id,fidilio_enabled,fidilio_link,vendor_change_status_reason_id,delivery_type,delivery_description,main_branch,container_fee,closed_at_lunch,mqtt_token,recommended_for,establishment,most_popular_items,costs_for_two,capacity,service_price,parking_space,online_order,off_days,closed_until,vote_count,sort_index,container_price_type,picked_by,picked_at,vms_vendor_id,polygon_checked,delivery_guarantee,comment_count,call_phone,expedition_type,sales_agent_id,in_place_delivery,pre_order_status,sms_frequency,is_vegetarian,orders_count,food_average_price,express_shift,vms_status,pre_order_only,weekly_delivery_fee,vendor_type,has_dongle,reject_out_of_zone_order,express_delivery_time,fix_delivery_fee,performance_rank,express_delivery_fee_class_id,special_day_end_time,broker_type,trending_score,stock_enabled,exclusive_info,first_time_activated_at,webhook_url,static_map_name,max_delivery_radius,detailed_address,vendor_crisis_management_id,delay,vendor_type_id,pre_order_schedule_day,is_ecommerce,inform_client_id,inform_type,has_wallet,is_excluded,is_vip,cover_owner,discount_category_title,extra_info,uid
69438,14,1088,1,3379286,10125926,نان فانتزی گل یاس,,6047d388dd9f9.jpg,,خیابان 15 خرداد، کوچه 57، پلاک 8، نان فانتزی گل یاس,95473,,2018-01-01,,09196634808,02537231835,,,,CUSTOMER_PHONE,34.62764,50.913789,45,8.568129330254,1000,ACTIVE,NORMAL,0,10000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2021-03-09 23:29:04,2023-12-10 02:24:50,,0,1,,,,آقای مهدی زاده,,0,,golyas,1,PWA,,,,0,,,RESTAURANT,,0,2000,0,,,BAKERY,,141500,0,0,SOME,,,,391,,AMOUNT,1277181,2023-10-21 12:16:45,,0,0,391,982537231835,ZF_EXPRESS,3234848,0,TODAY_TOMORROW,,0,1157,65526,DINNER_LUNCH,OFFLINE,0,6000,CONFECTIONERY,0,1,45,,,,,,,1,"{""is_exclusive"":true,""grade"":""C"",""is_blocked"":false,""exclusive_type"":""VENDOR_EXCLUSIVE_TYPE_COMMISSION"",""start_date"":""2021-02-18 09:27:38"",""end_date"":""2021-08-21 09:27:42"",""exclusive_discount"":null,""cap_blocked"":false,""is_super_exclusive"":false}",2021-03-13 20:48:33,,,-1,,,0,7,,0,16,PUSH,1,0,,,,,308314
52719,5,821,1,3908206,8046703,ساندویچی روژان,,5e18414588f76.jpg,,بلوار دانش آموز، نبش دانش آموز 22، ساندویچی روژان,85845,,2017-01-01,,09159081443,05138934244 - 05138934240,,,,CUSTOMER_PHONE,36.334352,59.512038,45,8.5382412090926,1000,ACTIVE,NORMAL,0,6000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2020-01-10 12:40:53,2023-12-10 02:24:44,,0,1,,,,آقای پسنده,,0,,rozhan,1,VMS,,,,0,,,RESTAURANT,,1,4000,0,,,FASTFOOD,,240424,20,,LOT,,,,16229,,AMOUNT,,,,0,1,16229,985138934244,DELIVERY,155323,1,TODAY_TOMORROW,,0,85867,155753,,OFFLINE,0,11313,RESTAURANT,0,1,45,,1717,,2023-10-03 23:59:00,,0.0000579929,0,"{""grade"":""D"",""end_date"":null,""is_blocked"":true,""start_date"":null,""cap_blocked"":false,""is_exclusive"":false,""exclusive_type"":null,""exclusive_discount"":null,""is_super_exclusive"":false}",2020-01-13 16:57:55,,,-1,,,0,4,,0,1,PUSH,1,0,0,,,,258157
334217,1,1,1,20615663,20615663,کافه رستوران لایت استار,,6509650c382b9.jpg,,اتوبان محلاتی، شهربازی بسیج، طبقه دوم، ساختمان مترو، کافه رستوران لایت استار,2146,,2023-09-19,,09123159511,36901902,,,,CUSTOMER_PHONE,35.667172230796,51.490721006294,45,7.8235294117647,1000,TEMPORARY_CLOSED,NORMAL,0,70000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-09-19 12:33:13,2023-12-10 02:21:38,,0,1,,,,آقای عامری تورزنی,,0,,liyhtstar,1,PWA,,,,0,,,RESTAURANT,,0,0,1,,,FASTFOOD,,,20,,SOME,,,2023-12-10 23:59:59,34,,AMOUNT,4573236,2023-12-03 21:30:21,,0,0,34,982136901902,ZF_EXPRESS,350649,1,TODAY_TOMORROW,,0,175,147900,,OFFLINE,0,9050,RESTAURANT,0,0,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-10-01 18:46:36,,,-1,,,0,10,,0,4,CALL,1,0,,,,[],1102651
69034,1,205,1,4385941,9953902,نانوایی سنگک آبادان,,603f2bcfab3c9.jpg,,46 متری نارمک، خیابان غیاثی پور ِ(شمالی)، پلاک 146، نانوایی سنگک آبادان,108330,,2018-01-01,,09124210428,09124210428,,,,CUSTOMER_PHONE,35.722088,51.480153,45,9.2731182795699,1000,TEMPORARY_CLOSED,NORMAL,10000,10000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,PERCENTAGE,2021-03-03 09:55:19,2023-12-10 02:21:30,,0,1,,,,آقای نعمتی خانیکی,,0,,abadan,1,PWA,,,,0,,52,RESTAURANT,,0,2000,1,,,BAKERY,,21000,0,,,,,2023-12-10 23:59:59,900,,AMOUNT,9314200,2023-12-05 15:01:36,,0,1,900,989124210428,ZF_EXPRESS,4209189,0,TODAY_TOMORROW,,0,5,11666,,OFFLINE,0,16666,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":true,""grade"":""B"",""is_blocked"":false,""exclusive_type"":""VENDOR_EXCLUSIVE_TYPE_COMMISSION"",""start_date"":""2021-02-24 16:07:46"",""end_date"":""2021-08-28 16:07:46"",""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2021-03-08 11:54:45,,,-1,,,0,54,,0,16,PUSH,1,0,,,,,307102
339641,1,1,1,9240727,3145096,فست فود گذر,,65280532b6e43.jpg,,یافت آباد، سجاد شمالی، بلوار ابدام، گذر طهرون کلبه هفت، فست فود گذر,225761,,2018-01-01,,09357050110,09357050110,,,,CUSTOMER_PHONE,35.6635141,51.3571161,45,10,1000,TEMPORARY_CLOSED,NORMAL,0,20000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,STEPPED_BY_REVENUE,2023-10-12 18:09:46,2023-12-10 02:21:12,,0,1,,,,خانم محمدی,,0,,gozar,1,PWA,,,,0,,55,RESTAURANT,,0,0,1,,,FASTFOOD,,,4,,NONE,,,2023-12-10 23:59:59,16,,AMOUNT,10415201,2023-12-09 13:08:43,,0,0,16,989357050110,ZF_EXPRESS,350649,1,TODAY_TOMORROW,,0,19,67647,DINNER_LUNCH,OFFLINE,0,9200,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-10-19 09:07:38,,,-1,,,0,4,,0,16,PUSH,1,0,,,,[],1118923
281231,3,401,1,15895858,15895858,فست فود لتو,,63a0560604b8a.jpg,,خیابان ارک جدید، روبروی ساختمان ارسیس، مغازه دوم غربی، فست فود لتو,195587,,2022-12-06,,09144102140,09144102140,,,,CUSTOMER_PHONE,38.0714221,46.2912562,45,6.2625,1000,TEMPORARY_CLOSED,NORMAL,0,40000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2022-12-06 00:57:18,2023-12-10 02:19:50,,0,1,,,,خانم امیری,,0,,leto,1,PWA,,,,0,,102,RESTAURANT,,0,0,1,,,FASTFOOD,,141648,,,SOME,,,2023-12-10 23:59:59,130,,AMOUNT,20796512,2023-11-15 22:47:10,,0,0,130,989144102140,ZF_EXPRESS,4424723,0,TODAY_TOMORROW,,0,587,106333,,OFFLINE,0,28333,RESTAURANT,0,1,45,,,,2023-09-24 23:59:00,,,0,"{""is_exclusive"":false,""grade"":""D"",""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2022-12-22 12:08:29,,,-1,,,0,4,,0,4,CALL,1,0,,,,[],943693
353550,7,1,1,21669685,21669685,سفیر سبز,,,,خوزستان، اهواز، اهواز، کوروش، شهید قاسم سلیمانی، اقبال بعد از اقبال ۸، ,,,2023-12-10,,09037827232,06134472386,,,,,31.359635846973,48.737360241531,,0,1000,PRE_REGISTERED,,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,PERCENTAGE,2023-12-10 02:10:43,2023-12-10 02:19:39,,1,1,,,,احمد  ‌محمدی,,9,,,1,CALLING,,,,0,,,RESTAURANT,,0,0,1,,,,,,,,,,,,,,AMOUNT,,,,0,0,0,,ZF_EXPRESS,,0,TODAY_TOMORROW,,0,,,,OFFLINE,0,,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":null,""cap_blocked"":false}",,,,,,,0,78,,0,,,0,0,,,,[],
331396,1,1,1,20484569,20484569,فست فود دانی ویچ,,64fa0ab1b490d.jpg,,محمدعلی جناح، بلوار گلاب، پلاک 84، فست فود دانی ویچ,2067,,2023-09-07,,09125636952,44278503,,,,CUSTOMER_PHONE,35.717454,51.336048,45,8.8228228228228,1000,ACTIVE,NORMAL,0,50000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-09-07 21:00:17,2023-12-10 02:19:09,,0,1,,,,آقای محسنی شیره جینی,,0,,daniwich,1,VMS,,,,0,,,RESTAURANT,,0,,1,,,FASTFOOD,,,,,SOME,,,,190,,AMOUNT,212878,2023-12-03 13:14:55,,0,0,190,982144278503,ZF_EXPRESS,350649,1,TODAY_TOMORROW,,0,569,99048,,OFFLINE,0,21331,RESTAURANT,0,1,45,,,,2023-09-24 23:59:00,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-09-12 16:22:18,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],1094188
306376,79,401,1,11569258,11569258,چلوکبابی شیرحسین,,64719c9685c47.jpg,,بلوار جمهوری اسلامی، خیابان ابنوس، رو به روی کوچه 9، چلو کبابی شیرحسین,216448,,2023-05-14,,09136666276,09136666276,,,,CUSTOMER_PHONE,30.291915,57.046579,45,0,1000,ACTIVE,NORMAL,0,60000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-05-14 14:24:58,2023-12-10 02:17:46,"",0,1,,,,آقای شفیع آبادی تکابی,,0,,shirhosein,1,PWA,,,,0,,53,RESTAURANT,,0,10000,1,,,RESTAURANT,,62470,10,,,,,,0,,AMOUNT,9679498,2023-12-09 12:52:12,,0,0,0,989136666276,ZF_EXPRESS,11307993,1,TODAY_TOMORROW,,0,0,39307,,OFFLINE,0,26400,RESTAURANT,0,1,45,,,,,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-05-29 17:54:28,,,-1,,,0,1,,0,16,PUSH,1,0,,,,[],1019128
327046,39,401,1,16929775,20242189,پیتزا نوبهار,,64e3147085017.jpg,,نوبهار، بین کوی 109 و 111، پیتزا نوبهار,226308,,2018-01-01,,09186861020,09186861020 - 08338354030,,,,CUSTOMER_PHONE,34.3411363,47.0877656,45,8.815144766147,1000,TEMPORARY_CLOSED,ECONOMICAL,0,60000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,PERCENTAGE,2023-08-21 11:08:24,2023-12-10 02:15:59,,0,1,,,,آقای آذر پیکان,,0,,nobahar,1,VMS,,,,0,,,AGENT,,0,5000,1,,,FASTFOOD,,,20,,SOME,,,2023-12-10 23:59:59,269,,AMOUNT,1856474,2023-12-09 22:11:54,,0,0,269,989186861020,DELIVERY,11307874,1,TODAY_TOMORROW,,0,577,154121,,OFFLINE,0,11842,RESTAURANT,0,1,45,,,,2023-10-03 23:59:00,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-08-24 15:46:52,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],1081138
318529,1,1,1,14053399,5093372,ساندویچ جزیره,,64c0311759b3d.jpg,64ccba19a57bb.jpg,شهید معدنی جنوبی، خیابان فتحنایی، پلاک 185، ساندویچ جزیره,227611,,2023-07-15,,09219397066,77561108,diarjondou1381@gmail.com,,,CUSTOMER_PHONE,35.710604792776,51.458757843891,45,8.4157303370787,1000,ACTIVE,NORMAL,0,20000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,STEPPED_BY_REVENUE,2023-07-15 16:34:48,2023-12-10 02:15:24,"",0,1,,,,آقای ‌جندو اغله بوب,,0,,jazireh,1,VMS,,,,0,,,RESTAURANT,,0,0,1,,,FASTFOOD,,,,,SOME,,,,1066,,AMOUNT,5093372,2023-12-10 02:14:51,,0,0,1066,982177578152,DELIVERY,350649,1,TODAY_TOMORROW,,0,4027,77933,,OFFLINE,0,5000,RESTAURANT,0,0,45,,,,2023-10-03 23:59:00,,,0,"{""is_exclusive"":false,""grade"":null,""is_blocked"":false,""exclusive_type"":null,""start_date"":null,""end_date"":null,""exclusive_discount"":0,""cap_blocked"":false,""is_super_exclusive"":false}",2023-07-31 09:20:51,,,-1,,,0,4,,0,1,PUSH,1,0,,,,[],1055587
