id,app_id,app_version,app_name,store,tracker,tracker_name,is_organic,click_referrer,adjust_created_at,installed_at,created_at,ad_id,idfa,android_id,push_token,conversion_duration,gps_adid,match_type,random_user_id,last_tracker_name,uninstalled_at,country_subdivision,city
7375949,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375661,1624375658,2021-06-22 19:58:13,40640f778ac6260194c319ff0142bdb4,,19e5b430-ded5-4d63-b37a-f9dbb569fe83,fO9_xKdAH54:APA91bHnzk3jbvFG41fLkOxnZBvETYxltGAy7MVjSuKhd5FdmokW-R8SC-QaSQK6vYe-B7wg2paBTaz3Lo8YmV2blsXGR_vq3OkQI9005xD8F152mW83TSQFJS_DwZeay_O0akR-Xl1-,,19e5b430-ded5-4d63-b37a-f9dbb569fe83,,,,,,
7375948,com.zoodfood.android.play,5.0.7,com.zoodfood.android,google,s8oh3k,Organic,1,,1624375655,1624375654,2021-06-22 19:58:06,9b606a4ee9d8fa3ff66c71ccf36116a0,,3d607ef6-db60-4c65-8c7b-7abbee7609d5,dmFVwZFwYPE:APA91bGXTOxAvTxBalIXYCLVEG_D1ktoaJIBMtCejI4qOIEk1LGxgDmgqWXlS3V35eYjPQ6Lpk4Y_l0ZnzqNAx51ooVDkrlqgOahqP1p2Stkr_Og0-CBW6YpTY1jDh0GuUKGdXOaNzW_,,3d607ef6-db60-4c65-8c7b-7abbee7609d5,,,,,,
7375947,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375690,1624375631,2021-06-22 19:57:46,18ce1f518d9ef3e3c331103ad79ee282,,ee75e19d-9a91-407c-8259-27da5cc02ba5,epX5ztTEXGo:APA91bGngNtxz4lNPz2-9FeYdcxTFil1JlZUc3Q6H_ts9LVUjFxTo9zxGbR1Ly5kUCWMAG5iUC-T2iykhlnPeUdTA3fchVGT0tf8ooEt4bE5xFG6aCo5B_yRNLqMZnYJmOZNg_cS8KC3,,ee75e19d-9a91-407c-8259-27da5cc02ba5,,,,,,
7375946,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375621,1624375620,2021-06-22 19:57:38,6cce2ecab84476a55a83abc09be018c8,,3bc7c478-6c45-4636-9da7-16bc895aa2a6,dPTmd9hwBwY:APA91bGGPNGUAPv8Sn_fzGhnp8NiSiAQmp3peRUGMIf75ghI7vu2Jve0khlqKp0j1fqoAifMj-jCWYVla7Nxex0u9fR6baNV-4ze5y1b2nAfHjYhzL1uBew-dfXw65JMQJ35Ec7unicI,,3bc7c478-6c45-4636-9da7-16bc895aa2a6,,,,,,
7375945,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375606,1624375605,2021-06-22 19:57:17,6d15e0873c7117cbbe2f1aa3ceabae26,,95caaeb0-e5b5-479d-94b9-6ae411d3fe3d,c1klgM98e1A:APA91bFcDQtvSz3g1vOVHDvVHtQe8EqqLs03lpompePRcnV-wXhOlOqRMGjv-bnus5iq0BxTyw1Y2TaARL4wmI0ncz_3wLFtxwzHMHZ6W5iirIKNAM-YigrYOaSc5ym0pXjUV196ofg0,,95caaeb0-e5b5-479d-94b9-6ae411d3fe3d,,,,,,
7375944,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375600,1624375599,2021-06-22 19:57:12,e727f539b8437b417692ffd86307ddb1,,6139fc52-9576-494d-84dc-2c047a83d140,cJdiAoRjZiQ:APA91bHbKjL3eOIcu2sUcIl11jsQQXpFgDwF93T4-7PFmP9OO72XHxkUbpz9KhdZLmzec_QgOcZx64QDzWEzcCDKnvQSBjSgHIARa7X0yaJKgZqbNXD3cjGiG29XDSANBQZvyP3MuJtA,,6139fc52-9576-494d-84dc-2c047a83d140,,,,,,
7375943,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375583,1624375581,2021-06-22 19:56:55,8cb23a9c7091f7c6ce3164d4655a9ddc,,c94c06c5-2a0c-4496-a843-505931a36acf,eXHmm3C0BB8:APA91bF47-q2BFjIwR8YP72DGu9lWPLNFrGMfYtM-IYlafjpoJPHl3upiyhfdCzHS5WJSm_x97xM4ZSGFZzLSBRGs0BFkOuZdQYqtR1DPl99BwFfEqVnknqv2XRX849HjkU76gWs30fu,,c94c06c5-2a0c-4496-a843-505931a36acf,,,,,,
7375942,com.zoodfood.android.play,5.0.7,com.zoodfood.android,google,s8oh3k,Organic,1,,1624375503,1624375554,2021-06-22 19:56:26,ba34c1794ccc8a9c4cfcec89c17bc8f7,,bd5d9fe2-7648-44cb-8b7b-cc436e9aeb33,epg8ZZOtMdM:APA91bGAMW7W0AwLT9u0bV_GHeCMEhFuFM56dNGZ4hwgWiRpRhxQy16zUo2g48juh2JKcM7o7lzI5c1NDPz24_UnNSqfiWD6_BagV249A15uwsIzz54zZTBeCdKrK6oJu3MK3ny5STAX,,bd5d9fe2-7648-44cb-8b7b-cc436e9aeb33,,,,,,
7375941,com.zoodfood.android.play,5.0.7,com.zoodfood.android,google,s8oh3k,Organic,1,,1624375511,1624353667,2021-06-22 19:55:42,2331eeef6230f01f0d55c22037140243,,105cc79b-8319-4787-b514-7400f6796f3b,dF1E_6u1VTg:APA91bGwRohYx1wJ-kOV2mBktGRad-fyCWD7eU8s3VpA9-wVR58VRla8IpsuD7QFMO3Z3AqmBDkOYBOqE7-NBpcczODJHbltrRzP8ox0QA5pa6bQ7FIhVGTTYBB_4uhRqtTydJ1vBhIx,,105cc79b-8319-4787-b514-7400f6796f3b,,,,,,
7375940,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375495,1624375494,2021-06-22 19:55:27,a7e32bbe8a8fd511737e8c47837d8ba2,,779174dc-aa76-402a-b686-402fe4209d6d,ehHVbE6GpAs:APA91bHGZgpwG-NqrGThX4yLis5oNmyRNk592_VjP-q9NmOZmCrkSwOIX4G32iOKp1KN-8vpljEq4Me3aaH4F0KbVF4AfIgFmnCIFLjb3iFSGR1FBLRw0HcyWow5h20v-rHl15F9KZ55,,779174dc-aa76-402a-b686-402fe4209d6d,,,,,,
7375939,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375475,1624375473,2021-06-22 19:55:08,b2b2622761e7892b259520a043ec3667,,d15456de-b3ea-4e11-a3c1-b77c738753ba,fvZ4YX8jf1I:APA91bEL4eBQUNV0YbPD0D6Ms2kKCMSKOe8JNyjN4woJiC0KkcPwD1oASXF0KMe2CI7UO2kc9rSFBOmzY1le37n-P2hgvskjGWBN04weVTYSVInSsuHLBd6AdM5AxBMYkEg6gPzSYtoa,,d15456de-b3ea-4e11-a3c1-b77c738753ba,,,,,,
7375938,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375433,1624375432,2021-06-22 19:54:24,c689b4863970951dacfd69bdc3bd48a3,,5cc9d924-9062-4872-966a-93f0e7e7704f,dqzV2UtpH1k:APA91bERWdwpA2Kv6BMDiVvfHguDFwnTqnE_uBcqNVoTqaYeVIJ7wE_5kD53VzA39-rih1t4fKgMmTJOy9mXpfdM_R4Vmq1G_6rPzx29sk5GbI1cRLPnuMNvNGRiFHaw9YLXa7gSHYyD,,5cc9d924-9062-4872-966a-93f0e7e7704f,,,,,,
7375937,com.zoodfood.android.play,5.0.8,com.zoodfood.android,google,s8oh3k,Organic,1,,1624375360,1624374124,2021-06-22 19:54:21,be29c3f04f30da6d26482a4148b625a5,,639de11c-3222-4687-b2d6-a5c89acafed9,fTGdebOWR7uEEr2VOErs8p:APA91bGVVUo2PyTWcui3ybK8EQ0PfaD0SHFlVKHZJg-_27ybDRcdOnuNK8a1M5cm_YQPM6OPXWsrOl4eGvHMVatZPuhdraYa6_stSzEgnCaGcYCMaUeiaUOwGNjRlKG42BW55MRnfgKe,,639de11c-3222-4687-b2d6-a5c89acafed9,,,,,,
7375936,com.zoodfood.android.play,5.0.7,com.zoodfood.android,google,s8oh3k,Organic,1,,1624375422,1624375415,2021-06-22 19:54:13,2cb1e7be9f33a7d3fd25c3e343549025,,64f127ca-542d-4fcf-b782-2bb63870a7fc,dNgeakUGxsk:APA91bEuMfpnfur8ePIYypZWO2z1G8-j2eBLkSp73d_GoKsO5KHKp8qReAQWsLTPgbaFKiniFaXKvsmyTYKCZ9LxyGSbzqvXQFRkHjmvLe6Kum4KdueNtB9EIQHKeLFpr9nfPHFSMjLS,,64f127ca-542d-4fcf-b782-2bb63870a7fc,,,,,,
7375935,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375421,1624375419,2021-06-22 19:54:13,f44fd930398cc4eb472dcb7aac8e80f5,,9078f116-1df0-470f-9c0a-6caf227b6e8b,eMJQNQHqWlE:APA91bExjek8OiA_l63PzKaJY9oowWNbynBFURymUMDh_0vvu9Z0NiZK5OTr2n64V5BSsv7dH2G1zYR4-rjg93OFa_KQA8jHiW8ghWKqB0a-x6D4UVvcKyaG6pfPz6SZYS1gcwZT3apB,,9078f116-1df0-470f-9c0a-6caf227b6e8b,,,,,,
7375934,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375400,1624375389,2021-06-22 19:54:10,4c98589e09e91d33aa09308469eba4ef,,ba6629ba-6911-4de2-adc9-535924d5cd92,exVSwaXIQY0:APA91bEV3N9KBsfWRtNZPdyEKhB_JczLqzWB1ijvis4742TvP_zXbpyG759qSUAEkCzEJThle6dl-axx41Oux5wm2UHO5Uo9LwmVVDiB31ZVIyXUB-4luHr0IJyi3uTLLTgpXyFz4nxg,,ba6629ba-6911-4de2-adc9-535924d5cd92,,,,,,
7375933,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375402,1624375402,2021-06-22 19:53:54,d8dfec1c2e989eb547a8069a57e7c141,,a684dff0-45a8-4a4d-9c80-360d7c414583,eBvx77rwgFE:APA91bGp8Lgst8Ci4tFs8mPJWjmwoiSvcEZUMwfAgUbRs9IjYi1CvXbOzGagYi5lSqcYv-6zKOV4Y0MTGs5iCKE-u2fNMJiSuwPosbrenTe-8kKptIhApUMY5u3MHxH72d26U9HNrmqE,,a684dff0-45a8-4a4d-9c80-360d7c414583,,,,,,
7375932,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375382,1624375376,2021-06-22 19:53:37,97f5711fca5b09a4c6a81c197044f876,,e935810c-3703-455a-af0f-c8b6dc14be7b,cVb4lR9amRE:APA91bFB-lWtHoNpo4K3nQMAA9zye5now7HhDOqq6oKU3XWSF89m1rx9fczAE8TSSlEW7PBTkfDV54G-0eR8pfQKmQm0hBq0Y2mx-99I3WjcXFZnFvEN35gU3EEUtjVqHd4WA_bqYMgN,,e935810c-3703-455a-af0f-c8b6dc14be7b,,,,,,
7375931,com.zoodfood.android.play,5.0.7,com.zoodfood.android,google,s8oh3k,Organic,1,,1624375374,1624375312,2021-06-22 19:53:26,243abdca4e7884fc170cf7c543ad5453,,082dd5fe-8be2-42c4-82dc-dd8af7874749,cVYh5M2UgSE:APA91bEsxzXT6dfq3MelbpD2y7uwae1Foa9alcAE8Q-v5iruq9QzmFB8nzcGJL4DNYyzgCizDaFDw2PbO0HQ7fYjNRHUd75-OySTvO-vtoOytIgpfpr8S-8qBVqrwRBrcsm4FWZDvJQm,,082dd5fe-8be2-42c4-82dc-dd8af7874749,,,,,,
7375930,com.zoodfood.android.play,5.0.7,com.zoodfood.android,google,s8oh3k,Organic,1,,1624375556,1624375339,2021-06-22 19:52:53,66c44261c7db98b17729b94fdb94be32,,e0faf58d-8310-4113-8e98-64bfc7d6281a,eC9kSC_r2k0:APA91bElSe4PgSOET5kD0qtbkeezvSRutjMFyM_VPRFaAiDQeGK9PmezWlAHhCB2kuEFObe2lwCSg3Lj9BgqfnXelM7pUv4dZCnhP1bKFwSOqnNnrBv5Mm7fG6Qy8V6XsEr7o-JAqOFo,,e0faf58d-8310-4113-8e98-64bfc7d6281a,,,,,,
7375929,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,m7lc2vr,website SMS,0,,1624375288,1624375283,2021-06-22 19:51:59,fd63e070ac07c8ed839cfead51a5a773,,7ccf418a-2f9a-4db4-bff6-77dbee759c82,dZtOQSXANEQ:APA91bEVc974p0xurlvpS7Rz-_hRyZaVCrMXMtBBkA10TSgjq3mRtidj8Xbt813V13aEkOCiDSK2lVyJwbNGdhRE2BkO78v4n8trEOhlgVMLC-DDCd5kFiTR_r8Hwfgik6lCpgO3lTp3,,7ccf418a-2f9a-4db4-bff6-77dbee759c82,,,,,,
7375928,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,xz4xwjp,Google Organic Search::دانلود اسنپ فود,0,,1624375278,1624375278,2021-06-22 19:51:49,3e961a80b3926efd0b25c0f5d5bcd107,,1a1af0a0-1493-4174-a976-8140c289f2fb,cnOBipD1zVE:APA91bH-xDipBuFzqrQPorqjIJT58YbB-zN3H1h_7O6CC_nB0PkvfNrrHq-CuWwsfKyNqZjvKwUL8btRrxdo08gPG96zMxlVFeu1P_3GCvIV413CemWsai8e-YaINhN8Uho-XV9MfRb6,,1a1af0a0-1493-4174-a976-8140c289f2fb,,,,,,
7375927,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375789,1624375271,2021-06-22 19:51:43,7613c5eeea1c97677ab7f82d211b1b4f,,19ea2721-b21d-495e-8bb0-8efb1c2444f2,ePLgryHtbUA:APA91bGjUtt5jeYzdDgcwp27SGvN91BYWSSYWqfh70kd3M31f-pkJIwCscU--1F0BVfDJ7-T276TJ4Y22QrFsmx4W3z4xp4reUBDFJ8W7kV3Kf4M2m2qQbHtzJkpql-0D6qVEIvcnygn,,19ea2721-b21d-495e-8bb0-8efb1c2444f2,,,,,,
7375926,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375268,1624375268,2021-06-22 19:51:40,bcae6573125526d37f6d579b22aa4775,,a1109a43-e293-44cc-a075-a96bcffaf42e,cdQArpa3NZw:APA91bE-819y6dZs4keOJHl1tFWPo6auZOpPdgcRccdBOP9BWPzVVdeOylJp7-a-GIZCeyVYo6mXtUBk0qkhijypj32VsB-bXvUhjXwi3F5mMrWEErb76uNRMrwOlRMkT12Z5bY38wy9,,a1109a43-e293-44cc-a075-a96bcffaf42e,,,,,,
7375925,com.zoodfood.android.play,5.0.7,com.zoodfood.android,google,s8oh3k,Organic,1,,1624375267,1624375267,2021-06-22 19:51:39,84902f4ac3c1484fdabc39aa6df39849,,71ec4f5e-589e-48a6-9daa-f70d2b9ff7d3,eT6G7Sn1S_Q:APA91bHG9rhELY1chN7QxMavXPPtSXyplZAgRFkh3zfznc1fCHxZ9mhgOC2a2j5GZtaY0fXpeMRmXhX5-8o_egvgLOVwGcML3kKSfoyVVKRgqH6UdLi3Ug5yF3aqb1HFNE5R79ol1PkM,,71ec4f5e-589e-48a6-9daa-f70d2b9ff7d3,,,,,,
7375924,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375246,1624375236,2021-06-22 19:51:30,1e08724c6cf13c987e9cee7c7941f2f5,,6beaf368-e0b6-4c39-a74c-816d855d59a6,cWYphQshNuc:APA91bGFwIKvYn3Ni-OZ_-RfwudIqUx5P43SbudkRiWr9QgrJdCWrCacyiVWQca7oJ3-vkDhMD-uQScI8DTG9kIgcJ5F2d33FvD1ZFoLpck0WqByt-G_ep7GgdYGsKQQIdzNXG2G-ZrJ,,6beaf368-e0b6-4c39-a74c-816d855d59a6,,,,,,
7375923,com.zoodfood.android.play,5.0.7,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375250,1624375248,2021-06-22 19:51:21,4669c02b663cb45a9105bdc09919356c,,14fa4734-f10f-4cc0-b2e5-4b23228f15d2,cMcpV_VdyaE:APA91bGrhvW8-bwytz6JNWv6wmBZuZ4OpdrDvyzjTwpXlrDLxrgOCDkU5_x-u5M4CHiKUoYshAlJlKtUIgltOmGXbUUBNHYskDwrKSFPVLVyGM81KYh_1uJqB7rSjkVBzu1LhGJCtmHq,,14fa4734-f10f-4cc0-b2e5-4b23228f15d2,,,,,,
7375922,com.zoodfood.android.play,4.5.0,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375137,1624375129,2021-06-22 19:49:28,2bf244c098358b798282e9ccb8255bb8,,8c7941d0-1b4a-4150-b858-3cd7d2352b23,epkU4zPfFAA:APA91bEUcvq4lViSIClrkAcmkd33HCbpcYL8Ia9sPwOk4Wgkarbj_YaxDMhVWGtIPhnObpU4najIi-fmzxvsjnaRXmv-xKLaWfpStqB-aq2zWEXplF9yJcQ1x5X7_TTUUKIiqszMajB-,,8c7941d0-1b4a-4150-b858-3cd7d2352b23,,,,,,
7375921,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375104,1624375103,2021-06-22 19:48:55,3a44f577357124e1a115e2eb91da9333,,b78c0652-431f-4301-8fc5-370b7e51103b,cHQm_AteVx4:APA91bFQqueQ6winTpp3PH4XldIhHL7lk_3iM5Swuukr4xDDVCVc3ozj4XH_ZH78eO5IMbkPRpaujTpjn6_jmOfETBNkNCxWnKFz-m2DF1gfUwjpRRnr4MJf_VxcV5ynIBgMsOv_TBeN,,b78c0652-431f-4301-8fc5-370b7e51103b,,,,,,
7375920,com.zoodfood.android.play,5.0.7,com.zoodfood.android,google,s8oh3k,Organic,1,,1624375095,1624375095,2021-06-22 19:48:47,ea36fff3ffc3c85106bf9151e780d27a,,3d50da97-29db-4e9f-9502-20c9ee82d8ee,fFj4UlwWJHo:APA91bHU5nzD8EUY8E6bbQGL8ES_AWQmWLIxLxUCbxZwVnMmHru_pmwqBH0ljl4EsXkY4O2k1JYvIJ0NA4abbSj7wJYwrnjWrJoxuZDobtoNQXVjvZHgainMukGXKrExwah6mjQU7M93,,3d50da97-29db-4e9f-9502-20c9ee82d8ee,,,,,,
7375919,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375075,1624375074,2021-06-22 19:48:31,7b83e886f091e247fb6efe595b5dc809,,5fc8d86b-639d-4cba-982b-f04401b66da4,edT1GhEcMH4:APA91bFm8ftd_Nn_8zxg-A0JZKNnq8hKyACvm3Uf0ADnLZZvyVmhF_qcfiXULNxcJ4azv5VA676KzwONKG-39jVao2ipm0-ZZhxl1kbQ_Dt3yDc5sqXkwhNVubIO0d5iMIdL3SsdxAVq,,5fc8d86b-639d-4cba-982b-f04401b66da4,,,,,,
7375918,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375036,1604070296,2021-06-22 19:47:52,b86fcd39350dea2d8b960d84e1fe7304,,8a92bb6f-f846-4cd2-8878-7a3d1016e549,cL_0Xxt_3SU:APA91bGjPo4RXO_JBglVwfputRHzhyOXluNpoXHOjRowkmVTZnXMsNW7utNxq0brLQJMhUo5U6UW59loTTgQiTRTDfCpeEB-rkz4gWi80L23qiYy7Z7wdjw1TbjvGKfUqgOHsXeg1Q5s,,8a92bb6f-f846-4cd2-8878-7a3d1016e549,,,,,,
7375917,com.zoodfood.android.play,5.0.7,com.zoodfood.android,google,s8oh3k,Organic,1,,1624374984,1624374979,2021-06-22 19:46:57,8c6b205a4729b2f36d70354c02609190,,204779dc-5f38-444d-8cbe-f2e5e05a8526,f288hzXjqtg:APA91bFFrQpqEMPU14idHXJkN8I2_E_M7FgV6zeVah7z4b3OeT6hj1TfGo5vxQh5YjgqoP25ojXfZFwu_u8kiMrdf0SWT20-6AkQAU4gy2TXVS3CfOlRKiqFaULDk904AEKf7F9Ih83c,,204779dc-5f38-444d-8cbe-f2e5e05a8526,,,,,,
7375916,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1624375314,1624374972,2021-06-22 19:46:51,724247edc2fef9a1222d7efadc7fa12c,,ffce8319-6898-4622-a82b-ab78927e5d0e,f62NOA6PGwA:APA91bGClPoto7rVk-cCynLwYtcyRTsgSmYkx_-wcYmvTHLVIBP-pnoUMGxAtgnNciMI8mWleKr4H1rLaZvnysqCI4dryLHbMx3IsbM_vTQ9LKMGICvWdb-x4NzkbEGYo6oWaY7-jP5r,,ffce8319-6898-4622-a82b-ab78927e5d0e,,,,,,
7375915,com.zoodfood.android.play,5.0.6,com.zoodfood.android.play,google,s8oh3k,Organic,1,,1620773639,1620762785,2021-06-22 19:46:15,88b3e8ce0271eb314be373cf5d351f35,,8a6e068d-2448-43ae-aff7-c4e0858b7bd5,fdWoUjFeRfQ:APA91bHmP1n1bYOrwRmAegmAZVRTb_elIsbiwoz8AvFn60R9KztLqI6vDqeVjJpAPUGzSpK8nSjE3mW4hM8OpdWNXcz9P1hcN82vsFEc2b3xbfF1g5C9CHlHKNBAmdzU-p59BJB91vVA,,8a6e068d-2448-43ae-aff7-c4e0858b7bd5,,,,,,
